SYMBOL	interaction	target	Neighbourhood
PRPF31	pp	N1	Nuclear
PRPF4	pp	N1	Nuclear
PRPF6	pp	N1	Nuclear
PRRC2C	pp	N1	Nuclear
PTBP1	pp	N1	Nuclear
PTN	pp	N1	Nuclear
PUM2	pp	N1	Nuclear
PURA	pp	N1	Nuclear
PURB	pp	N1	Nuclear
RASSF9	pp	N1	Nuclear
RBM11	pp	N1	Nuclear
RBM3	pp	N1	Nuclear
RBM42	pp	N1	Nuclear
RBM47	pp	N1	Nuclear
RBM4B	pp	N1	Nuclear
RBM7	pp	N1	Nuclear
RBMS1	pp	N1	Nuclear
RBMS3	pp	N1	Nuclear
RC3H1	pp	N1	Nuclear
RC3H2	pp	N1	Nuclear
RECQL4	pp	N1	Nuclear
RECQL5	pp	N1	Nuclear
REST	pp	N1	Nuclear
RFC1	pp	N1	Nuclear
RFC2	pp	N1	Nuclear
RFC3	pp	N1	Nuclear
RFC5	pp	N1	Nuclear
RNF2	pp	N1	Nuclear
ROS1	pp	N1	Nuclear
RPL10	pp	N1	Nuclear
RPL10A	pp	N1	Nuclear
RPL11	pp	N1	Nuclear
RPL12	pp	N1	Nuclear
RPL13	pp	N1	Nuclear
RPL13A	pp	N1	Nuclear
RPL14	pp	N1	Nuclear
RPL15	pp	N1	Nuclear
RPL18	pp	N1	Nuclear
RPL18A	pp	N1	Nuclear
RPL19	pp	N1	Nuclear
RPL21	pp	N1	Nuclear
RPL22	pp	N1	Nuclear
RPL22L1	pp	N1	Nuclear
RPL26L1	pp	N1	Nuclear
RPL27	pp	N1	Nuclear
RPL27A	pp	N1	Nuclear
RPL28	pp	N1	Nuclear
RPL29	pp	N1	Nuclear
RPL3	pp	N1	Nuclear
RPL30	pp	N1	Nuclear
RPL31	pp	N1	Nuclear
RPL32	pp	N1	Nuclear
RPL34	pp	N1	Nuclear
RPL35	pp	N1	Nuclear
RPL35A	pp	N1	Nuclear
RPL36	pp	N1	Nuclear
RPL37	pp	N1	Nuclear
RPL37A	pp	N1	Nuclear
RPL3L	pp	N1	Nuclear
RPL4	pp	N1	Nuclear
RPL5	pp	N1	Nuclear
RPL6	pp	N1	Nuclear
RPL7	pp	N1	Nuclear
RPL7A	pp	N1	Nuclear
RPL8	pp	N1	Nuclear
RPL9	pp	N1	Nuclear
RPLP0	pp	N1	Nuclear
RPLP1	pp	N1	Nuclear
RPLP2	pp	N1	Nuclear
RPP14	pp	N1	Nuclear
RPP25	pp	N1	Nuclear
RPP25L	pp	N1	Nuclear
RPP30	pp	N1	Nuclear
RPP38	pp	N1	Nuclear
RPP40	pp	N1	Nuclear
RPS10	pp	N1	Nuclear
RPS11	pp	N1	Nuclear
RPS12	pp	N1	Nuclear
RPS13	pp	N1	Nuclear
RPS14	pp	N1	Nuclear
RPS15	pp	N1	Nuclear
RPS16	pp	N1	Nuclear
RPS18	pp	N1	Nuclear
RPS19	pp	N1	Nuclear
RPS2	pp	N1	Nuclear
RPS20	pp	N1	Nuclear
RPS24	pp	N1	Nuclear
RPS25	pp	N1	Nuclear
RPS28	pp	N1	Nuclear
RPS29	pp	N1	Nuclear
RPS3	pp	N1	Nuclear
RPS3A	pp	N1	Nuclear
RPS4X	pp	N1	Nuclear
RPS4Y1	pp	N1	Nuclear
RPS5	pp	N1	Nuclear
RPS6	pp	N1	Nuclear
RPS7	pp	N1	Nuclear
RPS8	pp	N1	Nuclear
RSBN1	pp	N1	Nuclear
RSBN1L	pp	N1	Nuclear
SAP130	pp	N1	Nuclear
SART1	pp	N1	Nuclear
SART3	pp	N1	Nuclear
SCAPER	pp	N1	Nuclear
SCG2	pp	N1	Nuclear
SCMH1	pp	N1	Nuclear
SDAD1	pp	N1	Nuclear
SENP5	pp	N1	Nuclear
SETBP1	pp	N1	Nuclear
SETX	pp	N1	Nuclear
SHPRH	pp	N1	Nuclear
SIN3A	pp	N1	Nuclear
SKIV2L2	pp	N1	Nuclear
SLC32A1	pp	N1	Nuclear
SLC40A1	pp	N1	Nuclear
SLX4	pp	N1	Nuclear
SLX4IP	pp	N1	Nuclear
SNRPD1	pp	N1	Nuclear
SNRPF	pp	N1	Nuclear
SOX2	pp	N1	Nuclear
SPATS2	pp	N1	Nuclear
SPATS2L	pp	N1	Nuclear
SPTY2D1	pp	N1	Nuclear
SRP14	pp	N1	Nuclear
SRPK1	pp	N1	Nuclear
SRPK2	pp	N1	Nuclear
SRSF1	pp	N1	Nuclear
SRSF3	pp	N1	Nuclear
SRSF4	pp	N1	Nuclear
SRSF5	pp	N1	Nuclear
SRSF6	pp	N1	Nuclear
SS18L2	pp	N1	Nuclear
SSX2IP	pp	N1	Nuclear
STAU1	pp	N1	Nuclear
STAU2	pp	N1	Nuclear
SUDS3	pp	N1	Nuclear
SUPT20H	pp	N1	Nuclear
SUPT3H	pp	N1	Nuclear
SYNCRIP	pp	N1	Nuclear
SYNM	pp	N1	Nuclear
TADA1	pp	N1	Nuclear
TADA2B	pp	N1	Nuclear
TAF1B	pp	N1	Nuclear
TAF1C	pp	N1	Nuclear
TAF1D	pp	N1	Nuclear
TAF5L	pp	N1	Nuclear
TAF6L	pp	N1	Nuclear
TARBP2	pp	N1	Nuclear
TASP1	pp	N1	Nuclear
TCEANC2	pp	N1	Nuclear
TEP1	pp	N1	Nuclear
TERF2	pp	N1	Nuclear
THAP11	pp	N1	Nuclear
THAP2	pp	N1	Nuclear
THAP4	pp	N1	Nuclear
THAP7	pp	N1	Nuclear
THAP9	pp	N1	Nuclear
TICRR	pp	N1	Nuclear
TMEM254	pp	N1	Nuclear
TMPRSS6	pp	N1	Nuclear
TNRC6A	pp	N1	Nuclear
TOE1	pp	N1	Nuclear
TPP2	pp	N1	Nuclear
TRIM56	pp	N1	Nuclear
TRIP12	pp	N1	Nuclear
TRMT10B	pp	N1	Nuclear
TRMT1L	pp	N1	Nuclear
TRMT2A	pp	N1	Nuclear
TRMT6	pp	N1	Nuclear
TRMT61A	pp	N1	Nuclear
TSPYL1	pp	N1	Nuclear
TSR1	pp	N1	Nuclear
TTC23	pp	N1	Nuclear
UBA52	pp	N1	Nuclear
UBR5	pp	N1	Nuclear
USP39	pp	N1	Nuclear
USP51	pp	N1	Nuclear
UTP23	pp	N1	Nuclear
WDR24	pp	N1	Nuclear
WDR25	pp	N1	Nuclear
WRN	pp	N1	Nuclear
XRCC5	pp	N1	Nuclear
XRCC6	pp	N1	Nuclear
YBX1	pp	N1	Nuclear
YBX3	pp	N1	Nuclear
YTHDC2	pp	N1	Nuclear
YTHDF1	pp	N1	Nuclear
YY1AP1	pp	N1	Nuclear
ZBED6	pp	N1	Nuclear
ZBTB11	pp	N1	Nuclear
ZBTB12	pp	N1	Nuclear
ZBTB17	pp	N1	Nuclear
ZBTB21	pp	N1	Nuclear
ZBTB24	pp	N1	Nuclear
ZBTB41	pp	N1	Nuclear
ZBTB48	pp	N1	Nuclear
ZBTB6	pp	N1	Nuclear
ZC3H10	pp	N1	Nuclear
ZC3H7B	pp	N1	Nuclear
ZC3H8	pp	N1	Nuclear
ZCCHC17	pp	N1	Nuclear
ZCCHC3	pp	N1	Nuclear
ZCCHC4	pp	N1	Nuclear
ZCCHC6	pp	N1	Nuclear
ZCCHC8	pp	N1	Nuclear
ZCRB1	pp	N1	Nuclear
ZFAT	pp	N1	Nuclear
ZFC3H1	pp	N1	Nuclear
ZFP14	pp	N1	Nuclear
ZFP37	pp	N1	Nuclear
ZFP64	pp	N1	Nuclear
ZFP82	pp	N1	Nuclear
ZFP90	pp	N1	Nuclear
ZFP91	pp	N1	Nuclear
ZIK1	pp	N1	Nuclear
ZKSCAN8	pp	N1	Nuclear
ZMAT3	pp	N1	Nuclear
ZNF100	pp	N1	Nuclear
ZNF101	pp	N1	Nuclear
ZNF107	pp	N1	Nuclear
ZNF112	pp	N1	Nuclear
ZNF12	pp	N1	Nuclear
ZNF124	pp	N1	Nuclear
ZNF133	pp	N1	Nuclear
ZNF134	pp	N1	Nuclear
ZNF136	pp	N1	Nuclear
ZNF141	pp	N1	Nuclear
ZNF142	pp	N1	Nuclear
ZNF155	pp	N1	Nuclear
ZNF160	pp	N1	Nuclear
ZNF169	pp	N1	Nuclear
ZNF17	pp	N1	Nuclear
ZNF175	pp	N1	Nuclear
ZNF182	pp	N1	Nuclear
ZNF189	pp	N1	Nuclear
ZNF212	pp	N1	Nuclear
ZNF213	pp	N1	Nuclear
ZNF222	pp	N1	Nuclear
ZNF23	pp	N1	Nuclear
ZNF254	pp	N1	Nuclear
ZNF264	pp	N1	Nuclear
ZNF266	pp	N1	Nuclear
ZNF267	pp	N1	Nuclear
ZNF268	pp	N1	Nuclear
ZNF273	pp	N1	Nuclear
ZNF275	pp	N1	Nuclear
ZNF276	pp	N1	Nuclear
ZNF28	pp	N1	Nuclear
ZNF282	pp	N1	Nuclear
ZNF302	pp	N1	Nuclear
ZNF304	pp	N1	Nuclear
ZNF324B	pp	N1	Nuclear
ZNF331	pp	N1	Nuclear
ZNF335	pp	N1	Nuclear
ZNF33B	pp	N1	Nuclear
ZNF341	pp	N1	Nuclear
ZNF343	pp	N1	Nuclear
ZNF346	pp	N1	Nuclear
ZNF354A	pp	N1	Nuclear
ZNF354B	pp	N1	Nuclear
ZNF358	pp	N1	Nuclear
ZNF37A	pp	N1	Nuclear
ZNF385A	pp	N1	Nuclear
ZNF407	pp	N1	Nuclear
ZNF416	pp	N1	Nuclear
ZNF417	pp	N1	Nuclear
ZNF418	pp	N1	Nuclear
ZNF425	pp	N1	Nuclear
ZNF430	pp	N1	Nuclear
ZNF438	pp	N1	Nuclear
ZNF440	pp	N1	Nuclear
ZNF443	pp	N1	Nuclear
ZNF468	pp	N1	Nuclear
ZNF470	pp	N1	Nuclear
ZNF473	pp	N1	Nuclear
ZNF48	pp	N1	Nuclear
ZNF480	pp	N1	Nuclear
ZNF483	pp	N1	Nuclear
ZNF484	pp	N1	Nuclear
ZNF485	pp	N1	Nuclear
ZNF486	pp	N1	Nuclear
ZNF497	pp	N1	Nuclear
ZNF500	pp	N1	Nuclear
ZNF506	pp	N1	Nuclear
ZNF510	pp	N1	Nuclear
ZNF525	pp	N1	Nuclear
ZNF526	pp	N1	Nuclear
ZNF530	pp	N1	Nuclear
ZNF543	pp	N1	Nuclear
ZNF549	pp	N1	Nuclear
ZNF551	pp	N1	Nuclear
ZNF554	pp	N1	Nuclear
ZNF555	pp	N1	Nuclear
ZNF556	pp	N1	Nuclear
ZNF561	pp	N1	Nuclear
ZNF567	pp	N1	Nuclear
ZNF569	pp	N1	Nuclear
ZNF57	pp	N1	Nuclear
ZNF574	pp	N1	Nuclear
ZNF578	pp	N1	Nuclear
ZNF583	pp	N1	Nuclear
ZNF584	pp	N1	Nuclear
ZNF586	pp	N1	Nuclear
ZNF587B	pp	N1	Nuclear
ZNF592	pp	N1	Nuclear
ZNF593	pp	N1	Nuclear
ZNF600	pp	N1	Nuclear
ZNF605	pp	N1	Nuclear
ZNF606	pp	N1	Nuclear
ZNF611	pp	N1	Nuclear
ZNF616	pp	N1	Nuclear
ZNF623	pp	N1	Nuclear
ZNF624	pp	N1	Nuclear
ZNF626	pp	N1	Nuclear
ZNF627	pp	N1	Nuclear
ZNF629	pp	N1	Nuclear
ZNF648	pp	N1	Nuclear
ZNF649	pp	N1	Nuclear
ZNF652	pp	N1	Nuclear
ZNF653	pp	N1	Nuclear
ZNF66	pp	N1	Nuclear
ZNF664	pp	N1	Nuclear
ZNF667	pp	N1	Nuclear
ZNF668	pp	N1	Nuclear
ZNF670	pp	N1	Nuclear
ZNF672	pp	N1	Nuclear
ZNF687	pp	N1	Nuclear
ZNF689	pp	N1	Nuclear
ZNF692	pp	N1	Nuclear
ZNF697	pp	N1	Nuclear
ZNF699	pp	N1	Nuclear
ZNF7	pp	N1	Nuclear
ZNF701	pp	N1	Nuclear
ZNF71	pp	N1	Nuclear
ZNF714	pp	N1	Nuclear
ZNF721	pp	N1	Nuclear
ZNF724P	pp	N1	Nuclear
ZNF736	pp	N1	Nuclear
ZNF746	pp	N1	Nuclear
ZNF749	pp	N1	Nuclear
ZNF765	pp	N1	Nuclear
ZNF768	pp	N1	Nuclear
ZNF770	pp	N1	Nuclear
ZNF771	pp	N1	Nuclear
ZNF772	pp	N1	Nuclear
ZNF773	pp	N1	Nuclear
ZNF776	pp	N1	Nuclear
ZNF777	pp	N1	Nuclear
ZNF782	pp	N1	Nuclear
ZNF789	pp	N1	Nuclear
ZNF79	pp	N1	Nuclear
ZNF791	pp	N1	Nuclear
ZNF792	pp	N1	Nuclear
ZNF805	pp	N1	Nuclear
ZNF808	pp	N1	Nuclear
ZNF816	pp	N1	Nuclear
ZNF823	pp	N1	Nuclear
ZNF836	pp	N1	Nuclear
ZNF837	pp	N1	Nuclear
ZNF841	pp	N1	Nuclear
ZNF845	pp	N1	Nuclear
ZNF850	pp	N1	Nuclear
ZNF90	pp	N1	Nuclear
ZNF91	pp	N1	Nuclear
ZNF92	pp	N1	Nuclear
ZNHIT6	pp	N1	Nuclear
ZRANB3	pp	N1	Nuclear
ZRSR2	pp	N1	Nuclear
ZSCAN21	pp	N1	Nuclear
ZSCAN25	pp	N1	Nuclear
ZSCAN30	pp	N1	Nuclear
ZSCAN31	pp	N1	Nuclear
ZSCAN32	pp	N1	Nuclear
ZSCAN5A	pp	N1	Nuclear
ZSCAN9	pp	N1	Nuclear
ZXDC	pp	N1	Nuclear
ACIN1	pp	N2	Nuclear
ADNP2	pp	N2	Nuclear
ARID4A	pp	N2	Nuclear
ATF2	pp	N2	Nuclear
ATF7	pp	N2	Nuclear
ATRX	pp	N2	Nuclear
AURKB	pp	N2	Nuclear
AURKC	pp	N2	Nuclear
BAHD1	pp	N2	Nuclear
BANP	pp	N2	Nuclear
BCL11A	pp	N2	Nuclear
BCOR	pp	N2	Nuclear
BHLHE41	pp	N2	Nuclear
BNC1	pp	N2	Nuclear
BNC2	pp	N2	Nuclear
BPTF	pp	N2	Nuclear
BTNL9	pp	N2	Nuclear
C15orf27	pp	N2	Nuclear
C5orf24	pp	N2	Nuclear
CAAP1	pp	N2	Nuclear
CABIN1	pp	N2	Nuclear
CBLL1	pp	N2	Nuclear
CBX5	pp	N2	Nuclear
CCDC130	pp	N2	Nuclear
CCDC71L	pp	N2	Nuclear
CDCA5	pp	N2	Nuclear
CEBPG	pp	N2	Nuclear
CENPF	pp	N2	Nuclear
CHAF1B	pp	N2	Nuclear
CHERP	pp	N2	Nuclear
CIPC	pp	N2	Nuclear
CKAP2	pp	N2	Nuclear
CLK1	pp	N2	Nuclear
CLK2	pp	N2	Nuclear
CPSF1	pp	N2	Nuclear
CPSF2	pp	N2	Nuclear
CPSF4	pp	N2	Nuclear
CREB1	pp	N2	Nuclear
CREB5	pp	N2	Nuclear
CSTF3	pp	N2	Nuclear
CWC22	pp	N2	Nuclear
CWC25	pp	N2	Nuclear
CXXC5	pp	N2	Nuclear
DBP	pp	N2	Nuclear
DDX39A	pp	N2	Nuclear
DDX39B	pp	N2	Nuclear
DDX41	pp	N2	Nuclear
DDX49	pp	N2	Nuclear
DEAF1	pp	N2	Nuclear
DEDD	pp	N2	Nuclear
DHX8	pp	N2	Nuclear
DLX2	pp	N2	Nuclear
DLX6	pp	N2	Nuclear
DNMT3A	pp	N2	Nuclear
EIF4A3	pp	N2	Nuclear
ESCO1	pp	N2	Nuclear
ESRRA	pp	N2	Nuclear
FAM178A	pp	N2	Nuclear
FBXO28	pp	N2	Nuclear
FIP1L1	pp	N2	Nuclear
FOSB	pp	N2	Nuclear
FOSL2	pp	N2	Nuclear
FOXE1	pp	N2	Nuclear
GATA2	pp	N2	Nuclear
GLRX2	pp	N2	Nuclear
HCFC2	pp	N2	Nuclear
HIST1H2BA	pp	N2	Nuclear
HLTF	pp	N2	Nuclear
HMG20A	pp	N2	Nuclear
HMGA1	pp	N2	Nuclear
HMGA2	pp	N2	Nuclear
HMGN1	pp	N2	Nuclear
HMGN2	pp	N2	Nuclear
HMGN3	pp	N2	Nuclear
HNRNPH1	pp	N2	Nuclear
HNRNPH2	pp	N2	Nuclear
HOXA13	pp	N2	Nuclear
HPD	pp	N2	Nuclear
IK	pp	N2	Nuclear
ING4	pp	N2	Nuclear
ING5	pp	N2	Nuclear
INTS9	pp	N2	Nuclear
IRX2	pp	N2	Nuclear
JADE1	pp	N2	Nuclear
JADE2	pp	N2	Nuclear
JRKL	pp	N2	Nuclear
JUN	pp	N2	Nuclear
JUND	pp	N2	Nuclear
KAT7	pp	N2	Nuclear
KCTD18	pp	N2	Nuclear
KDM1B	pp	N2	Nuclear
KDM2A	pp	N2	Nuclear
KDM4D	pp	N2	Nuclear
KDM5B	pp	N2	Nuclear
KDM6B	pp	N2	Nuclear
KIAA1429	pp	N2	Nuclear
KIF18B	pp	N2	Nuclear
KIF20A	pp	N2	Nuclear
KIF22	pp	N2	Nuclear
KPRP	pp	N2	Nuclear
L3MBTL3	pp	N2	Nuclear
LCORL	pp	N2	Nuclear
LMNA	pp	N2	Nuclear
LMNB1	pp	N2	Nuclear
LRIF1	pp	N2	Nuclear
MAF	pp	N2	Nuclear
MAU2	pp	N2	Nuclear
MBD2	pp	N2	Nuclear
MDC1	pp	N2	Nuclear
MDN1	pp	N2	Nuclear
MEAF6	pp	N2	Nuclear
MFAP1	pp	N2	Nuclear
MGA	pp	N2	Nuclear
MLLT10	pp	N2	Nuclear
MPHOSPH8	pp	N2	Nuclear
MTA1	pp	N2	Nuclear
MTA3	pp	N2	Nuclear
MUM1	pp	N2	Nuclear
MX2	pp	N2	Nuclear
MYC	pp	N2	Nuclear
N4BP2L2	pp	N2	Nuclear
NAIF1	pp	N2	Nuclear
NCOA5	pp	N2	Nuclear
NFIC	pp	N2	Nuclear
NFIL3	pp	N2	Nuclear
NFIX	pp	N2	Nuclear
NFKBIL1	pp	N2	Nuclear
NIPBL	pp	N2	Nuclear
NKTR	pp	N2	Nuclear
NMNAT3	pp	N2	Nuclear
NR2F1	pp	N2	Nuclear
NTHL1	pp	N2	Nuclear
NUP153	pp	N2	Nuclear
NUP50	pp	N2	Nuclear
NUP54	pp	N2	Nuclear
NUP98	pp	N2	Nuclear
NUPL1	pp	N2	Nuclear
OTX1	pp	N2	Nuclear
OVOL1	pp	N2	Nuclear
OVOL2	pp	N2	Nuclear
PARN	pp	N2	Nuclear
PAX6	pp	N2	Nuclear
PAX9	pp	N2	Nuclear
PAXBP1	pp	N2	Nuclear
PCGF1	pp	N2	Nuclear
PCGF6	pp	N2	Nuclear
PDS5B	pp	N2	Nuclear
PEG3	pp	N2	Nuclear
PHF1	pp	N2	Nuclear
PHF20L1	pp	N2	Nuclear
PHF3	pp	N2	Nuclear
POGZ	pp	N2	Nuclear
POLR2A	pp	N2	Nuclear
POLR2C	pp	N2	Nuclear
POLR2G	pp	N2	Nuclear
PPP1CC	pp	N2	Nuclear
PROX1	pp	N2	Nuclear
PSIP1	pp	N2	Nuclear
RAD21	pp	N2	Nuclear
RANBP2	pp	N2	Nuclear
RBM12B	pp	N2	Nuclear
RBM14	pp	N2	Nuclear
RBM15	pp	N2	Nuclear
RBM15B	pp	N2	Nuclear
RBM17	pp	N2	Nuclear
RBM22	pp	N2	Nuclear
RBM39	pp	N2	Nuclear
RCC1	pp	N2	Nuclear
RIF1	pp	N2	Nuclear
RING1	pp	N2	Nuclear
RNF169	pp	N2	Nuclear
SAMD1	pp	N2	Nuclear
SCAF11	pp	N2	Nuclear
SEH1L	pp	N2	Nuclear
SENP2	pp	N2	Nuclear
SENP7	pp	N2	Nuclear
SETD2	pp	N2	Nuclear
SETD5	pp	N2	Nuclear
SF3A1	pp	N2	Nuclear
SF3A2	pp	N2	Nuclear
SF3A3	pp	N2	Nuclear
SF3B1	pp	N2	Nuclear
SIMC1	pp	N2	Nuclear
SLU7	pp	N2	Nuclear
SMC6	pp	N2	Nuclear
SMU1	pp	N2	Nuclear
SNIP1	pp	N2	Nuclear
SNRPB2	pp	N2	Nuclear
SNRPD3	pp	N2	Nuclear
SNW1	pp	N2	Nuclear
SOX15	pp	N2	Nuclear
SRCAP	pp	N2	Nuclear
SRSF12	pp	N2	Nuclear
STAG1	pp	N2	Nuclear
STAG2	pp	N2	Nuclear
SUPT6H	pp	N2	Nuclear
SYMPK	pp	N2	Nuclear
TARDBP	pp	N2	Nuclear
TAS2R10	pp	N2	Nuclear
TBP	pp	N2	Nuclear
TCF7L2	pp	N2	Nuclear
TEF	pp	N2	Nuclear
TFIP11	pp	N2	Nuclear
TINF2	pp	N2	Nuclear
TMPO	pp	N2	Nuclear
TRIM39	pp	N2	Nuclear
TRPT1	pp	N2	Nuclear
TTC14	pp	N2	Nuclear
TTN	pp	N2	Nuclear
TWISTNB	pp	N2	Nuclear
U2SURP	pp	N2	Nuclear
UROC1	pp	N2	Nuclear
USF1	pp	N2	Nuclear
WDR33	pp	N2	Nuclear
WDR89	pp	N2	Nuclear
WHSC1L1	pp	N2	Nuclear
VPS72	pp	N2	Nuclear
VRK3	pp	N2	Nuclear
WTAP	pp	N2	Nuclear
YEATS4	pp	N2	Nuclear
YLPM1	pp	N2	Nuclear
ZBED4	pp	N2	Nuclear
ZBTB2	pp	N2	Nuclear
ZBTB20	pp	N2	Nuclear
ZBTB40	pp	N2	Nuclear
ZBTB42	pp	N2	Nuclear
ZBTB44	pp	N2	Nuclear
ZC3H13	pp	N2	Nuclear
ZC3H18	pp	N2	Nuclear
ZFHX2	pp	N2	Nuclear
ZNF106	pp	N2	Nuclear
ZNF148	pp	N2	Nuclear
ZNF280D	pp	N2	Nuclear
ZNF362	pp	N2	Nuclear
ZNF367	pp	N2	Nuclear
ZNF384	pp	N2	Nuclear
ZNF444	pp	N2	Nuclear
ZNF513	pp	N2	Nuclear
ZNF532	pp	N2	Nuclear
ZNF560	pp	N2	Nuclear
ZNF597	pp	N2	Nuclear
ZNF644	pp	N2	Nuclear
ZNF740	pp	N2	Nuclear
ZNHIT1	pp	N2	Nuclear
AATF	pp	N3	Nuclear
ABCC8	pp	N3	Nuclear
ABT1	pp	N3	Nuclear
ADAR	pp	N3	Nuclear
AHCTF1	pp	N3	Nuclear
AKAP17A	pp	N3	Nuclear
ANKRD32	pp	N3	Nuclear
APOBEC3B	pp	N3	Nuclear
ASH1L	pp	N3	Nuclear
ATAD2	pp	N3	Nuclear
ATAD2B	pp	N3	Nuclear
ATAD5	pp	N3	Nuclear
BAZ1B	pp	N3	Nuclear
BAZ2A	pp	N3	Nuclear
BAZ2B	pp	N3	Nuclear
BCORL1	pp	N3	Nuclear
BMS1	pp	N3	Nuclear
BRD1	pp	N3	Nuclear
BRIX1	pp	N3	Nuclear
BRPF1	pp	N3	Nuclear
BRWD1	pp	N3	Nuclear
C10orf12	pp	N3	Nuclear
C11orf65	pp	N3	Nuclear
C17orf85	pp	N3	Nuclear
CASZ1	pp	N3	Nuclear
CCBE1	pp	N3	Nuclear
CCDC137	pp	N3	Nuclear
CCDC86	pp	N3	Nuclear
CDC14B	pp	N3	Nuclear
CDC40	pp	N3	Nuclear
CDCA7	pp	N3	Nuclear
CDCA7L	pp	N3	Nuclear
CDCA8	pp	N3	Nuclear
CDYL2	pp	N3	Nuclear
CEBPZ	pp	N3	Nuclear
CENPB	pp	N3	Nuclear
CENPC	pp	N3	Nuclear
CENPI	pp	N3	Nuclear
CENPL	pp	N3	Nuclear
CENPN	pp	N3	Nuclear
CENPP	pp	N3	Nuclear
CENPQ	pp	N3	Nuclear
CENPT	pp	N3	Nuclear
CENPU	pp	N3	Nuclear
CENPV	pp	N3	Nuclear
CENPW	pp	N3	Nuclear
CHD1	pp	N3	Nuclear
CHD2	pp	N3	Nuclear
CHTOP	pp	N3	Nuclear
CIRH1A	pp	N3	Nuclear
CLK4	pp	N3	Nuclear
CTDSPL2	pp	N3	Nuclear
CXorf23	pp	N3	Nuclear
DCAF13	pp	N3	Nuclear
DDX10	pp	N3	Nuclear
DDX18	pp	N3	Nuclear
DDX21	pp	N3	Nuclear
DDX24	pp	N3	Nuclear
DDX27	pp	N3	Nuclear
DDX31	pp	N3	Nuclear
DDX47	pp	N3	Nuclear
DDX50	pp	N3	Nuclear
DDX51	pp	N3	Nuclear
DDX52	pp	N3	Nuclear
DDX54	pp	N3	Nuclear
DDX56	pp	N3	Nuclear
DHX33	pp	N3	Nuclear
DKC1	pp	N3	Nuclear
DNTTIP2	pp	N3	Nuclear
DOT1L	pp	N3	Nuclear
EBNA1BP2	pp	N3	Nuclear
ELAVL1	pp	N3	Nuclear
FAM208A	pp	N3	Nuclear
FAM208B	pp	N3	Nuclear
FBLL1	pp	N3	Nuclear
FTSJ3	pp	N3	Nuclear
FYTTD1	pp	N3	Nuclear
GAR1	pp	N3	Nuclear
GLTSCR2	pp	N3	Nuclear
GMCL1	pp	N3	Nuclear
GNL2	pp	N3	Nuclear
GNL3	pp	N3	Nuclear
GTPBP4	pp	N3	Nuclear
H1F0	pp	N3	Nuclear
H2AFX	pp	N3	Nuclear
H2AFY	pp	N3	Nuclear
H2AFY2	pp	N3	Nuclear
HEATR1	pp	N3	Nuclear
HIST1H1B	pp	N3	Nuclear
HIST1H1C	pp	N3	Nuclear
HIST1H1D	pp	N3	Nuclear
HIST1H1E	pp	N3	Nuclear
HIST2H2AB	pp	N3	Nuclear
HIST2H3PS2	pp	N3	Nuclear
HNRNPA1	pp	N3	Nuclear
HNRNPA2B1	pp	N3	Nuclear
HNRNPA3	pp	N3	Nuclear
HNRNPC	pp	N3	Nuclear
HNRNPCL1	pp	N3	Nuclear
HNRNPDL	pp	N3	Nuclear
HNRNPH3	pp	N3	Nuclear
HNRNPL	pp	N3	Nuclear
HNRNPR	pp	N3	Nuclear
HOXC11	pp	N3	Nuclear
HOXC13	pp	N3	Nuclear
IKZF5	pp	N3	Nuclear
IMP3	pp	N3	Nuclear
IMP4	pp	N3	Nuclear
INCENP	pp	N3	Nuclear
ISG20L2	pp	N3	Nuclear
ITGB3BP	pp	N3	Nuclear
KAT6A	pp	N3	Nuclear
KIAA0020	pp	N3	Nuclear
KMT2A	pp	N3	Nuclear
KRI1	pp	N3	Nuclear
KRR1	pp	N3	Nuclear
LAS1L	pp	N3	Nuclear
LEMD3	pp	N3	Nuclear
LMNB2	pp	N3	Nuclear
MAFK	pp	N3	Nuclear
MAK16	pp	N3	Nuclear
MATR3	pp	N3	Nuclear
MBD1	pp	N3	Nuclear
MECP2	pp	N3	Nuclear
MEN1	pp	N3	Nuclear
MIS18BP1	pp	N3	Nuclear
MKI67	pp	N3	Nuclear
MPHOSPH10	pp	N3	Nuclear
MPND	pp	N3	Nuclear
MTF2	pp	N3	Nuclear
MYBBP1A	pp	N3	Nuclear
NAT10	pp	N3	Nuclear
NGDN	pp	N3	Nuclear
NHP2L1	pp	N3	Nuclear
NIFK	pp	N3	Nuclear
NKRF	pp	N3	Nuclear
NOC2L	pp	N3	Nuclear
NOC3L	pp	N3	Nuclear
NOC4L	pp	N3	Nuclear
NOL10	pp	N3	Nuclear
NOL11	pp	N3	Nuclear
NOL6	pp	N3	Nuclear
NOL7	pp	N3	Nuclear
NOL8	pp	N3	Nuclear
NOL9	pp	N3	Nuclear
NOP14	pp	N3	Nuclear
NOP2	pp	N3	Nuclear
NOP56	pp	N3	Nuclear
NOP58	pp	N3	Nuclear
NOVA2	pp	N3	Nuclear
NRM	pp	N3	Nuclear
NSA2	pp	N3	Nuclear
NUP107	pp	N3	Nuclear
NUP133	pp	N3	Nuclear
NUP155	pp	N3	Nuclear
NUP160	pp	N3	Nuclear
NUP188	pp	N3	Nuclear
NUP205	pp	N3	Nuclear
NUP210	pp	N3	Nuclear
NUP85	pp	N3	Nuclear
NUP93	pp	N3	Nuclear
NUPL2	pp	N3	Nuclear
NVL	pp	N3	Nuclear
