SYMBOL	interaction	target	Neighbourhood
GTDC1	pp	Cytosol	Cytosol
GTF3A	pp	Cytosol	Cytosol
GUK1	pp	Cytosol	Cytosol
GYS2	pp	Cytosol	Cytosol
HACE1	pp	Cytosol	Cytosol
HAPLN1	pp	Cytosol	Cytosol
HAUS1	pp	Cytosol	Cytosol
HBS1L	pp	Cytosol	Cytosol
HBZ	pp	Cytosol	Cytosol
HCLS1	pp	Cytosol	Cytosol
HDAC10	pp	Cytosol	Cytosol
HDAC4	pp	Cytosol	Cytosol
HDDC2	pp	Cytosol	Cytosol
HDDC3	pp	Cytosol	Cytosol
HDHD2	pp	Cytosol	Cytosol
HEATR2	pp	Cytosol	Cytosol
HEATR6	pp	Cytosol	Cytosol
HEBP1	pp	Cytosol	Cytosol
HECTD1	pp	Cytosol	Cytosol
HECTD2	pp	Cytosol	Cytosol
HECW1	pp	Cytosol	Cytosol
HECW2	pp	Cytosol	Cytosol
HELB	pp	Cytosol	Cytosol
HELQ	pp	Cytosol	Cytosol
HENMT1	pp	Cytosol	Cytosol
HERC3	pp	Cytosol	Cytosol
HERC6	pp	Cytosol	Cytosol
HES4	pp	Cytosol	Cytosol
HEXDC	pp	Cytosol	Cytosol
HGD	pp	Cytosol	Cytosol
HHEX	pp	Cytosol	Cytosol
HID1	pp	Cytosol	Cytosol
HLCS	pp	Cytosol	Cytosol
HMGCS1	pp	Cytosol	Cytosol
HN1	pp	Cytosol	Cytosol
HN1L	pp	Cytosol	Cytosol
HNF1A	pp	Cytosol	Cytosol
HOOK1	pp	Cytosol	Cytosol
HOOK3	pp	Cytosol	Cytosol
HOPX	pp	Cytosol	Cytosol
HPCAL4	pp	Cytosol	Cytosol
HPGD	pp	Cytosol	Cytosol
HPS4	pp	Cytosol	Cytosol
HPS6	pp	Cytosol	Cytosol
HPX	pp	Cytosol	Cytosol
HRG	pp	Cytosol	Cytosol
HSBP1	pp	Cytosol	Cytosol
HSP90AB1	pp	Cytosol	Cytosol
HSPB8	pp	Cytosol	Cytosol
HSPBP1	pp	Cytosol	Cytosol
HTR3A	pp	Cytosol	Cytosol
HTT	pp	Cytosol	Cytosol
HYI	pp	Cytosol	Cytosol
HYKK	pp	Cytosol	Cytosol
HYPK	pp	Cytosol	Cytosol
ICA1L	pp	Cytosol	Cytosol
ID2	pp	Cytosol	Cytosol
IDE	pp	Cytosol	Cytosol
IDI1	pp	Cytosol	Cytosol
IDNK	pp	Cytosol	Cytosol
IDO1	pp	Cytosol	Cytosol
IFI35	pp	Cytosol	Cytosol
IFIH1	pp	Cytosol	Cytosol
IFIT1	pp	Cytosol	Cytosol
IFIT2	pp	Cytosol	Cytosol
IFIT3	pp	Cytosol	Cytosol
IFIT5	pp	Cytosol	Cytosol
IFT122	pp	Cytosol	Cytosol
IFT27	pp	Cytosol	Cytosol
IFT46	pp	Cytosol	Cytosol
IFT57	pp	Cytosol	Cytosol
IFT80	pp	Cytosol	Cytosol
IFT81	pp	Cytosol	Cytosol
IFT88	pp	Cytosol	Cytosol
IGBP1	pp	Cytosol	Cytosol
IGHG1	pp	Cytosol	Cytosol
IGHG3	pp	Cytosol	Cytosol
IGHV2-5	pp	Cytosol	Cytosol
IGHV3-7	pp	Cytosol	Cytosol
IGHV6-1	pp	Cytosol	Cytosol
IGKC	pp	Cytosol	Cytosol
IGKV3D-20	pp	Cytosol	Cytosol
IGLV3-19	pp	Cytosol	Cytosol
IHH	pp	Cytosol	Cytosol
IKBKB	pp	Cytosol	Cytosol
IKZF4	pp	Cytosol	Cytosol
IL17RE	pp	Cytosol	Cytosol
IL1A	pp	Cytosol	Cytosol
IL1B	pp	Cytosol	Cytosol
IL1RN	pp	Cytosol	Cytosol
IL36G	pp	Cytosol	Cytosol
IL36RN	pp	Cytosol	Cytosol
IL37	pp	Cytosol	Cytosol
IMPA1	pp	Cytosol	Cytosol
IMPA2	pp	Cytosol	Cytosol
IMPDH1	pp	Cytosol	Cytosol
IMPDH2	pp	Cytosol	Cytosol
INPP4A	pp	Cytosol	Cytosol
INPP4B	pp	Cytosol	Cytosol
INPP5D	pp	Cytosol	Cytosol
INPP5J	pp	Cytosol	Cytosol
INTU	pp	Cytosol	Cytosol
IP6K2	pp	Cytosol	Cytosol
IPO11	pp	Cytosol	Cytosol
IPO13	pp	Cytosol	Cytosol
IPO5	pp	Cytosol	Cytosol
IPO7	pp	Cytosol	Cytosol
IPP	pp	Cytosol	Cytosol
IQCJ-SCHIP1	pp	Cytosol	Cytosol
IQSEC1	pp	Cytosol	Cytosol
IQSEC2	pp	Cytosol	Cytosol
IRF9	pp	Cytosol	Cytosol
IRGQ	pp	Cytosol	Cytosol
IRS1	pp	Cytosol	Cytosol
ISG20	pp	Cytosol	Cytosol
ISY1	pp	Cytosol	Cytosol
ITFG2	pp	Cytosol	Cytosol
ITIH1	pp	Cytosol	Cytosol
ITIH3	pp	Cytosol	Cytosol
ITIH4	pp	Cytosol	Cytosol
ITLN1	pp	Cytosol	Cytosol
ITPA	pp	Cytosol	Cytosol
ITPKC	pp	Cytosol	Cytosol
IVL	pp	Cytosol	Cytosol
JMJD4	pp	Cytosol	Cytosol
KATNA1	pp	Cytosol	Cytosol
KATNAL1	pp	Cytosol	Cytosol
KBTBD11	pp	Cytosol	Cytosol
KBTBD2	pp	Cytosol	Cytosol
KCNAB2	pp	Cytosol	Cytosol
KCNH5	pp	Cytosol	Cytosol
KCNK15	pp	Cytosol	Cytosol
KCTD12	pp	Cytosol	Cytosol
KCTD14	pp	Cytosol	Cytosol
KCTD20	pp	Cytosol	Cytosol
KCTD4	pp	Cytosol	Cytosol
KCTD6	pp	Cytosol	Cytosol
KCTD7	pp	Cytosol	Cytosol
KCTD9	pp	Cytosol	Cytosol
KEAP1	pp	Cytosol	Cytosol
KEL	pp	Cytosol	Cytosol
KIAA0368	pp	Cytosol	Cytosol
KIAA0513	pp	Cytosol	Cytosol
KIAA0556	pp	Cytosol	Cytosol
KIAA1244	pp	Cytosol	Cytosol
KIAA1430	pp	Cytosol	Cytosol
KIAA1468	pp	Cytosol	Cytosol
KIAA1524	pp	Cytosol	Cytosol
KIF11	pp	Cytosol	Cytosol
KIF15	pp	Cytosol	Cytosol
KIF1A	pp	Cytosol	Cytosol
KIF21A	pp	Cytosol	Cytosol
KIF3A	pp	Cytosol	Cytosol
KIF3B	pp	Cytosol	Cytosol
KIF5A	pp	Cytosol	Cytosol
KIF5B	pp	Cytosol	Cytosol
KIF9	pp	Cytosol	Cytosol
KLC4	pp	Cytosol	Cytosol
KLHDC4	pp	Cytosol	Cytosol
KLHDC9	pp	Cytosol	Cytosol
KLHL11	pp	Cytosol	Cytosol
KLHL18	pp	Cytosol	Cytosol
KLHL25	pp	Cytosol	Cytosol
KLHL26	pp	Cytosol	Cytosol
KLHL36	pp	Cytosol	Cytosol
KLHL4	pp	Cytosol	Cytosol
KNDC1	pp	Cytosol	Cytosol
KNG1	pp	Cytosol	Cytosol
KNTC1	pp	Cytosol	Cytosol
KPNA2	pp	Cytosol	Cytosol
KRT14	pp	Cytosol	Cytosol
KRT36	pp	Cytosol	Cytosol
KRT81	pp	Cytosol	Cytosol
KRT86	pp	Cytosol	Cytosol
KTI12	pp	Cytosol	Cytosol
KYNU	pp	Cytosol	Cytosol
LACC1	pp	Cytosol	Cytosol
LANCL1	pp	Cytosol	Cytosol
LANCL3	pp	Cytosol	Cytosol
LARP6	pp	Cytosol	Cytosol
LASP1	pp	Cytosol	Cytosol
LATS1	pp	Cytosol	Cytosol
LATS2	pp	Cytosol	Cytosol
LBH	pp	Cytosol	Cytosol
LCP1	pp	Cytosol	Cytosol
LDHB	pp	Cytosol	Cytosol
LGALSL	pp	Cytosol	Cytosol
LHPP	pp	Cytosol	Cytosol
LIMD1	pp	Cytosol	Cytosol
LIMS1	pp	Cytosol	Cytosol
LIX1L	pp	Cytosol	Cytosol
LLGL1	pp	Cytosol	Cytosol
LMOD1	pp	Cytosol	Cytosol
LPIN1	pp	Cytosol	Cytosol
LPIN2	pp	Cytosol	Cytosol
LPP	pp	Cytosol	Cytosol
LPXN	pp	Cytosol	Cytosol
LRP1B	pp	Cytosol	Cytosol
LRRC14	pp	Cytosol	Cytosol
LRRC16A	pp	Cytosol	Cytosol
LRRC20	pp	Cytosol	Cytosol
LRRC25	pp	Cytosol	Cytosol
LRRC40	pp	Cytosol	Cytosol
LRRC46	pp	Cytosol	Cytosol
LRRC57	pp	Cytosol	Cytosol
LUM	pp	Cytosol	Cytosol
LXN	pp	Cytosol	Cytosol
LYSMD1	pp	Cytosol	Cytosol
LYSMD2	pp	Cytosol	Cytosol
MACROD2	pp	Cytosol	Cytosol
MAD2L1	pp	Cytosol	Cytosol
MADD	pp	Cytosol	Cytosol
MAEA	pp	Cytosol	Cytosol
MAF1	pp	Cytosol	Cytosol
MAGEA4	pp	Cytosol	Cytosol
MAGEB1	pp	Cytosol	Cytosol
MAGEC1	pp	Cytosol	Cytosol
MAN2C1	pp	Cytosol	Cytosol
MAP1LC3A	pp	Cytosol	Cytosol
MAP2K2	pp	Cytosol	Cytosol
MAP2K3	pp	Cytosol	Cytosol
MAP2K7	pp	Cytosol	Cytosol
MAP3K15	pp	Cytosol	Cytosol
MAP3K3	pp	Cytosol	Cytosol
MAP4K5	pp	Cytosol	Cytosol
MAPK1	pp	Cytosol	Cytosol
MAPK13	pp	Cytosol	Cytosol
MAPK15	pp	Cytosol	Cytosol
MAPK1IP1L	pp	Cytosol	Cytosol
MAPK3	pp	Cytosol	Cytosol
MAPK6	pp	Cytosol	Cytosol
MAPK7	pp	Cytosol	Cytosol
MAPK8	pp	Cytosol	Cytosol
MAPK8IP1	pp	Cytosol	Cytosol
MAPKAPK2	pp	Cytosol	Cytosol
MAPKBP1	pp	Cytosol	Cytosol
MAPRE1	pp	Cytosol	Cytosol
MAPRE2	pp	Cytosol	Cytosol
MAPT	pp	Cytosol	Cytosol
MASP1	pp	Cytosol	Cytosol
MASP2	pp	Cytosol	Cytosol
MATK	pp	Cytosol	Cytosol
MBLAC1	pp	Cytosol	Cytosol
MCC	pp	Cytosol	Cytosol
MCTS1	pp	Cytosol	Cytosol
MDM4	pp	Cytosol	Cytosol
METTL13	pp	Cytosol	Cytosol
METTL2A	pp	Cytosol	Cytosol
METTL6	pp	Cytosol	Cytosol
MEX3D	pp	Cytosol	Cytosol
MID1	pp	Cytosol	Cytosol
MID1IP1	pp	Cytosol	Cytosol
MIDN	pp	Cytosol	Cytosol
MIF	pp	Cytosol	Cytosol
MITF	pp	Cytosol	Cytosol
MKL1	pp	Cytosol	Cytosol
MKNK2	pp	Cytosol	Cytosol
MLKL	pp	Cytosol	Cytosol
MLX	pp	Cytosol	Cytosol
MLXIP	pp	Cytosol	Cytosol
MLXIPL	pp	Cytosol	Cytosol
MMP13	pp	Cytosol	Cytosol
MOB2	pp	Cytosol	Cytosol
MOB3B	pp	Cytosol	Cytosol
MOCOS	pp	Cytosol	Cytosol
MOCS2	pp	Cytosol	Cytosol
MOCS3	pp	Cytosol	Cytosol
MON1B	pp	Cytosol	Cytosol
MORN2	pp	Cytosol	Cytosol
MSR1	pp	Cytosol	Cytosol
MST1	pp	Cytosol	Cytosol
MSX2	pp	Cytosol	Cytosol
MT1A	pp	Cytosol	Cytosol
MT1F	pp	Cytosol	Cytosol
MT2A	pp	Cytosol	Cytosol
MTHFD1	pp	Cytosol	Cytosol
MTHFR	pp	Cytosol	Cytosol
MTL5	pp	Cytosol	Cytosol
MTMR11	pp	Cytosol	Cytosol
MTMR12	pp	Cytosol	Cytosol
MTMR2	pp	Cytosol	Cytosol
MTMR4	pp	Cytosol	Cytosol
MTR	pp	Cytosol	Cytosol
MTRR	pp	Cytosol	Cytosol
MTURN	pp	Cytosol	Cytosol
MUC6	pp	Cytosol	Cytosol
MVB12A	pp	Cytosol	Cytosol
MVB12B	pp	Cytosol	Cytosol
MXD1	pp	Cytosol	Cytosol
MYF6	pp	Cytosol	Cytosol
MYL7	pp	Cytosol	Cytosol
MYO15A	pp	Cytosol	Cytosol
MYO15B	pp	Cytosol	Cytosol
MYO1A	pp	Cytosol	Cytosol
MYO1F	pp	Cytosol	Cytosol
MYO3B	pp	Cytosol	Cytosol
MYO6	pp	Cytosol	Cytosol
MYO7A	pp	Cytosol	Cytosol
MYO9B	pp	Cytosol	Cytosol
MYPN	pp	Cytosol	Cytosol
MYT1L	pp	Cytosol	Cytosol
MZB1	pp	Cytosol	Cytosol
N4BP1	pp	Cytosol	Cytosol
N6AMT1	pp	Cytosol	Cytosol
NAA20	pp	Cytosol	Cytosol
NAA40	pp	Cytosol	Cytosol
NACA2	pp	Cytosol	Cytosol
NADK	pp	Cytosol	Cytosol
NAGK	pp	Cytosol	Cytosol
NANP	pp	Cytosol	Cytosol
NAP1L1	pp	Cytosol	Cytosol
NAP1L4	pp	Cytosol	Cytosol
NAPRT1	pp	Cytosol	Cytosol
NARFL	pp	Cytosol	Cytosol
NAT1	pp	Cytosol	Cytosol
NAT6	pp	Cytosol	Cytosol
NBEA	pp	Cytosol	Cytosol
NBEAL2	pp	Cytosol	Cytosol
NCALD	pp	Cytosol	Cytosol
NCAPD2	pp	Cytosol	Cytosol
NCAPH	pp	Cytosol	Cytosol
NCF2	pp	Cytosol	Cytosol
NCK1	pp	Cytosol	Cytosol
NCKAP1	pp	Cytosol	Cytosol
NDC80	pp	Cytosol	Cytosol
NDN	pp	Cytosol	Cytosol
NDOR1	pp	Cytosol	Cytosol
NDRG1	pp	Cytosol	Cytosol
NDRG2	pp	Cytosol	Cytosol
NDRG3	pp	Cytosol	Cytosol
NDRG4	pp	Cytosol	Cytosol
NECAB1	pp	Cytosol	Cytosol
NECAB3	pp	Cytosol	Cytosol
NECAP1	pp	Cytosol	Cytosol
NECAP2	pp	Cytosol	Cytosol
NEDD1	pp	Cytosol	Cytosol
NEDD4L	pp	Cytosol	Cytosol
NEK5	pp	Cytosol	Cytosol
NEK7	pp	Cytosol	Cytosol
NEK8	pp	Cytosol	Cytosol
NEK9	pp	Cytosol	Cytosol
NELL2	pp	Cytosol	Cytosol
NES	pp	Cytosol	Cytosol
NFATC2	pp	Cytosol	Cytosol
NFATC3	pp	Cytosol	Cytosol
NFATC4	pp	Cytosol	Cytosol
NFKBIE	pp	Cytosol	Cytosol
NGEF	pp	Cytosol	Cytosol
NHLRC2	pp	Cytosol	Cytosol
NINL	pp	Cytosol	Cytosol
NISCH	pp	Cytosol	Cytosol
NIT1	pp	Cytosol	Cytosol
NIT2	pp	Cytosol	Cytosol
NLK	pp	Cytosol	Cytosol
NLN	pp	Cytosol	Cytosol
NLRP10	pp	Cytosol	Cytosol
NME1	pp	Cytosol	Cytosol
NME5	pp	Cytosol	Cytosol
NME7	pp	Cytosol	Cytosol
NMI	pp	Cytosol	Cytosol
NMRAL1	pp	Cytosol	Cytosol
NNMT	pp	Cytosol	Cytosol
NOB1	pp	Cytosol	Cytosol
NOL3	pp	Cytosol	Cytosol
NOX1	pp	Cytosol	Cytosol
NOXA1	pp	Cytosol	Cytosol
NQO2	pp	Cytosol	Cytosol
NSUN6	pp	Cytosol	Cytosol
NSUN7	pp	Cytosol	Cytosol
NT5C	pp	Cytosol	Cytosol
NTMT1	pp	Cytosol	Cytosol
NUBP1	pp	Cytosol	Cytosol
NUBP2	pp	Cytosol	Cytosol
NUDC	pp	Cytosol	Cytosol
NUDCD1	pp	Cytosol	Cytosol
NUDCD3	pp	Cytosol	Cytosol
NUDT14	pp	Cytosol	Cytosol
NUDT18	pp	Cytosol	Cytosol
NUDT2	pp	Cytosol	Cytosol
NUDT22	pp	Cytosol	Cytosol
NUDT5	pp	Cytosol	Cytosol
NUF2	pp	Cytosol	Cytosol
NXF5	pp	Cytosol	Cytosol
NXN	pp	Cytosol	Cytosol
OARD1	pp	Cytosol	Cytosol
OAS2	pp	Cytosol	Cytosol
OAZ2	pp	Cytosol	Cytosol
OBSL1	pp	Cytosol	Cytosol
OGFRL1	pp	Cytosol	Cytosol
OGN	pp	Cytosol	Cytosol
OLFM2	pp	Cytosol	Cytosol
OPTN	pp	Cytosol	Cytosol
OSCP1	pp	Cytosol	Cytosol
OSGIN1	pp	Cytosol	Cytosol
OSTF1	pp	Cytosol	Cytosol
OTUB2	pp	Cytosol	Cytosol
OTUD1	pp	Cytosol	Cytosol
OTUD3	pp	Cytosol	Cytosol
OVCA2	pp	Cytosol	Cytosol
PAAF1	pp	Cytosol	Cytosol
PACS1	pp	Cytosol	Cytosol
PACSIN2	pp	Cytosol	Cytosol
PADI2	pp	Cytosol	Cytosol
PAFAH1B1	pp	Cytosol	Cytosol
PAFAH1B3	pp	Cytosol	Cytosol
PAGE1	pp	Cytosol	Cytosol
PAIP1	pp	Cytosol	Cytosol
PAK1	pp	Cytosol	Cytosol
PAK2	pp	Cytosol	Cytosol
PAK3	pp	Cytosol	Cytosol
PALLD	pp	Cytosol	Cytosol
PALMD	pp	Cytosol	Cytosol
PAN3	pp	Cytosol	Cytosol
PANK1	pp	Cytosol	Cytosol
PANK4	pp	Cytosol	Cytosol
PARD6B	pp	Cytosol	Cytosol
PARP10	pp	Cytosol	Cytosol
PARP15	pp	Cytosol	Cytosol
PARP8	pp	Cytosol	Cytosol
PARVA	pp	Cytosol	Cytosol
PASK	pp	Cytosol	Cytosol
PAWR	pp	Cytosol	Cytosol
PBK	pp	Cytosol	Cytosol
PBLD	pp	Cytosol	Cytosol
PCBD2	pp	Cytosol	Cytosol
PCBP1	pp	Cytosol	Cytosol
PCBP3	pp	Cytosol	Cytosol
PCDH15	pp	Cytosol	Cytosol
PCDHAC1	pp	Cytosol	Cytosol
PCDHB16	pp	Cytosol	Cytosol
PCID2	pp	Cytosol	Cytosol
PCMT1	pp	Cytosol	Cytosol
PCOLCE	pp	Cytosol	Cytosol
PCP4	pp	Cytosol	Cytosol
PCYT2	pp	Cytosol	Cytosol
PDCD2L	pp	Cytosol	Cytosol
PDCD5	pp	Cytosol	Cytosol
PDCD6	pp	Cytosol	Cytosol
PDCD6IP	pp	Cytosol	Cytosol
PDCL	pp	Cytosol	Cytosol
PDE1C	pp	Cytosol	Cytosol
PDE4A	pp	Cytosol	Cytosol
PDE4B	pp	Cytosol	Cytosol
PDE4D	pp	Cytosol	Cytosol
PDLIM5	pp	Cytosol	Cytosol
PDXP	pp	Cytosol	Cytosol
PDZK1	pp	Cytosol	Cytosol
PDZRN3	pp	Cytosol	Cytosol
PEBP1	pp	Cytosol	Cytosol
PEF1	pp	Cytosol	Cytosol
PELI1	pp	Cytosol	Cytosol
PELI3	pp	Cytosol	Cytosol
PELO	pp	Cytosol	Cytosol
PEPD	pp	Cytosol	Cytosol
PFDN4	pp	Cytosol	Cytosol
PFKL	pp	Cytosol	Cytosol
PFKP	pp	Cytosol	Cytosol
PFN1	pp	Cytosol	Cytosol
PFN2	pp	Cytosol	Cytosol
PGAM1	pp	Cytosol	Cytosol
PGAM2	pp	Cytosol	Cytosol
PGBD5	pp	Cytosol	Cytosol
PGGT1B	pp	Cytosol	Cytosol
PGK1	pp	Cytosol	Cytosol
PGLS	pp	Cytosol	Cytosol
PGM1	pp	Cytosol	Cytosol
PGM3	pp	Cytosol	Cytosol
PGP	pp	Cytosol	Cytosol
PGPEP1	pp	Cytosol	Cytosol
PGR	pp	Cytosol	Cytosol
PHACTR2	pp	Cytosol	Cytosol
PHOSPHO2	pp	Cytosol	Cytosol
PHYHIP	pp	Cytosol	Cytosol
PHYKPL	pp	Cytosol	Cytosol
PIDD	pp	Cytosol	Cytosol
PIEZO2	pp	Cytosol	Cytosol
PIK3AP1	pp	Cytosol	Cytosol
PIK3C2A	pp	Cytosol	Cytosol
PIK3C2B	pp	Cytosol	Cytosol
PIK3C2G	pp	Cytosol	Cytosol
PIK3CA	pp	Cytosol	Cytosol
PIK3CB	pp	Cytosol	Cytosol
PIK3R3	pp	Cytosol	Cytosol
PIN4	pp	Cytosol	Cytosol
PINLYP	pp	Cytosol	Cytosol
PIP4K2C	pp	Cytosol	Cytosol
PITHD1	pp	Cytosol	Cytosol
PITPNA	pp	Cytosol	Cytosol
PITPNC1	pp	Cytosol	Cytosol
PJA2	pp	Cytosol	Cytosol
PKD2L1	pp	Cytosol	Cytosol
PKIB	pp	Cytosol	Cytosol
PKLR	pp	Cytosol	Cytosol
PKN2	pp	Cytosol	Cytosol
PLA2G16	pp	Cytosol	Cytosol
PLA2G4A	pp	Cytosol	Cytosol
PLA2G6	pp	Cytosol	Cytosol
PLAA	pp	Cytosol	Cytosol
PLCB2	pp	Cytosol	Cytosol
PLCD4	pp	Cytosol	Cytosol
PLCE1	pp	Cytosol	Cytosol
PLCXD3	pp	Cytosol	Cytosol
PLEKHB1	pp	Cytosol	Cytosol
PLEKHF1	pp	Cytosol	Cytosol
PLEKHF2	pp	Cytosol	Cytosol
PLEKHH2	pp	Cytosol	Cytosol
PLEKHS1	pp	Cytosol	Cytosol
PLG	pp	Cytosol	Cytosol
PLIN5	pp	Cytosol	Cytosol
PLK4	pp	Cytosol	Cytosol
PLP1	pp	Cytosol	Cytosol
PM20D2	pp	Cytosol	Cytosol
PMM2	pp	Cytosol	Cytosol
PNMA2	pp	Cytosol	Cytosol
PNP	pp	Cytosol	Cytosol
PODNL1	pp	Cytosol	Cytosol
POF1B	pp	Cytosol	Cytosol
POLE3	pp	Cytosol	Cytosol
POLM	pp	Cytosol	Cytosol
POMP	pp	Cytosol	Cytosol
POTEF	pp	Cytosol	Cytosol
PPCDC	pp	Cytosol	Cytosol
PPCS	pp	Cytosol	Cytosol
PPID	pp	Cytosol	Cytosol
PPIL3	pp	Cytosol	Cytosol
PPIL6	pp	Cytosol	Cytosol
PPIP5K1	pp	Cytosol	Cytosol
PPIP5K2	pp	Cytosol	Cytosol
PPM1B	pp	Cytosol	Cytosol
PPM1E	pp	Cytosol	Cytosol
PPM1F	pp	Cytosol	Cytosol
PPME1	pp	Cytosol	Cytosol
PPP1R11	pp	Cytosol	Cytosol
PPP1R13B	pp	Cytosol	Cytosol
PPP1R14A	pp	Cytosol	Cytosol
PPP1R14D	pp	Cytosol	Cytosol
PPP1R2	pp	Cytosol	Cytosol
PPP1R26	pp	Cytosol	Cytosol
PPP1R35	pp	Cytosol	Cytosol
PPP1R7	pp	Cytosol	Cytosol
PPP2CB	pp	Cytosol	Cytosol
PPP2R1A	pp	Cytosol	Cytosol
PPP2R1B	pp	Cytosol	Cytosol
PPP2R2A	pp	Cytosol	Cytosol
PPP2R3B	pp	Cytosol	Cytosol
PPP3CB	pp	Cytosol	Cytosol
PPP5C	pp	Cytosol	Cytosol
PPP6C	pp	Cytosol	Cytosol
PPP6R1	pp	Cytosol	Cytosol
PPP6R2	pp	Cytosol	Cytosol
PPP6R3	pp	Cytosol	Cytosol
PRDX1	pp	Cytosol	Cytosol
PRDX5	pp	Cytosol	Cytosol
PRELP	pp	Cytosol	Cytosol
PRKAA2	pp	Cytosol	Cytosol
PRKAB1	pp	Cytosol	Cytosol
PRKAB2	pp	Cytosol	Cytosol
PRKAG2	pp	Cytosol	Cytosol
PRKCA	pp	Cytosol	Cytosol
PRKCD	pp	Cytosol	Cytosol
PRKCE	pp	Cytosol	Cytosol
PRKCG	pp	Cytosol	Cytosol
PRKCZ	pp	Cytosol	Cytosol
PRMT2	pp	Cytosol	Cytosol
PRMT3	pp	Cytosol	Cytosol
PRMT7	pp	Cytosol	Cytosol
PROC	pp	Cytosol	Cytosol
PROSC	pp	Cytosol	Cytosol
PROSER2	pp	Cytosol	Cytosol
PRPS1	pp	Cytosol	Cytosol
PRPS2	pp	Cytosol	Cytosol
PRPSAP1	pp	Cytosol	Cytosol
PRPSAP2	pp	Cytosol	Cytosol
PRR15L	pp	Cytosol	Cytosol
PRRX2	pp	Cytosol	Cytosol
PRTFDC1	pp	Cytosol	Cytosol
PRX	pp	Cytosol	Cytosol
PSMB6	pp	Cytosol	Cytosol
PSMD10	pp	Cytosol	Cytosol
PSMD4	pp	Cytosol	Cytosol
PSMD9	pp	Cytosol	Cytosol
PSME1	pp	Cytosol	Cytosol
PSME2	pp	Cytosol	Cytosol
PSMF1	pp	Cytosol	Cytosol
PSMG1	pp	Cytosol	Cytosol
PSPH	pp	Cytosol	Cytosol
PSTPIP2	pp	Cytosol	Cytosol
PTGR1	pp	Cytosol	Cytosol
PTGR2	pp	Cytosol	Cytosol
PTK6	pp	Cytosol	Cytosol
PTMS	pp	Cytosol	Cytosol
PTPN11	pp	Cytosol	Cytosol
PTPN12	pp	Cytosol	Cytosol
PTS	pp	Cytosol	Cytosol
PYGL	pp	Cytosol	Cytosol
QPRT	pp	Cytosol	Cytosol
QTRT1	pp	Cytosol	Cytosol
R3HCC1L	pp	Cytosol	Cytosol
R3HDM1	pp	Cytosol	Cytosol
RAB37	pp	Cytosol	Cytosol
RAB3IP	pp	Cytosol	Cytosol
RABEPK	pp	Cytosol	Cytosol
RABIF	pp	Cytosol	Cytosol
RABL6	pp	Cytosol	Cytosol
RAD51AP2	pp	Cytosol	Cytosol
RADIL	pp	Cytosol	Cytosol
RALGPS2	pp	Cytosol	Cytosol
RANBP17	pp	Cytosol	Cytosol
RANBP9	pp	Cytosol	Cytosol
RAP1GAP2	pp	Cytosol	Cytosol
RAPGEF1	pp	Cytosol	Cytosol
RAPGEF4	pp	Cytosol	Cytosol
RAPGEF5	pp	Cytosol	Cytosol
RASAL1	pp	Cytosol	Cytosol
RASGRF2	pp	Cytosol	Cytosol
RASGRP3	pp	Cytosol	Cytosol
RASSF6	pp	Cytosol	Cytosol
RBBP9	pp	Cytosol	Cytosol
RBM38	pp	Cytosol	Cytosol
RBMXL2	pp	Cytosol	Cytosol
RBP1	pp	Cytosol	Cytosol
RBP4	pp	Cytosol	Cytosol
RBP7	pp	Cytosol	Cytosol
RCBTB1	pp	Cytosol	Cytosol
RENBP	pp	Cytosol	Cytosol
RERG	pp	Cytosol	Cytosol
REXO2	pp	Cytosol	Cytosol
RFK	pp	Cytosol	Cytosol
RFPL2	pp	Cytosol	Cytosol
RGCC	pp	Cytosol	Cytosol
RGL3	pp	Cytosol	Cytosol
RGS14	pp	Cytosol	Cytosol
RGS3	pp	Cytosol	Cytosol
RGS6	pp	Cytosol	Cytosol
RHOBTB1	pp	Cytosol	Cytosol
RHPN2	pp	Cytosol	Cytosol
RIC8A	pp	Cytosol	Cytosol
RIC8B	pp	Cytosol	Cytosol
RILPL1	pp	Cytosol	Cytosol
RILPL2	pp	Cytosol	Cytosol
RIMKLB	pp	Cytosol	Cytosol
RIMS2	pp	Cytosol	Cytosol
RIN1	pp	Cytosol	Cytosol
RIN3	pp	Cytosol	Cytosol
RIOK3	pp	Cytosol	Cytosol
RLTPR	pp	Cytosol	Cytosol
RMND5A	pp	Cytosol	Cytosol
RNASEL	pp	Cytosol	Cytosol
RNF123	pp	Cytosol	Cytosol
RNF135	pp	Cytosol	Cytosol
RNF14	pp	Cytosol	Cytosol
RNF214	pp	Cytosol	Cytosol
RNF25	pp	Cytosol	Cytosol
RNF31	pp	Cytosol	Cytosol
RNH1	pp	Cytosol	Cytosol
RNPEP	pp	Cytosol	Cytosol
RNPEPL1	pp	Cytosol	Cytosol
ROCK1	pp	Cytosol	Cytosol
ROCK2	pp	Cytosol	Cytosol
ROGDI	pp	Cytosol	Cytosol
RORA	pp	Cytosol	Cytosol
RPAP1	pp	Cytosol	Cytosol
RPE	pp	Cytosol	Cytosol
RPS6KA2	pp	Cytosol	Cytosol
RPS6KA3	pp	Cytosol	Cytosol
RPS6KA6	pp	Cytosol	Cytosol
RPS6KB1	pp	Cytosol	Cytosol
RPUSD1	pp	Cytosol	Cytosol
RRAD	pp	Cytosol	Cytosol
RRM2	pp	Cytosol	Cytosol
